pubkey,amount,locked_amount
7KKFjTtPqKZcpcXjZLD1zuq82UmTkrwefwTd1g6Umgvo,10169579686556,0
8pxiZ7zbQPFqP9dkXoUpC2WWkXQz85eadrRp86CPojqr,102649710098,0
4JM5vsoGPkMMZCZusMC6rTNZpm4pFweBPQf36vT8yZ8x,659861547763,0
