pubkey,amount,locked_amount
4JM5vsoGPkMMZCZusMC6rTNZpm4pFweBPQf36vT8yZ8x,16204036,0
9mpWKAHB3CS4XhFDZn4AeY7KwPCQCdbTgAh8DjEXrGJE,55305698,0
