authority,marketIndex,stakePubkey,ifShares,ifBase,effectiveShares,tokenAmount,tokenAmountUi,preRedistributionTokenAmount,preRedistributionTokenAmountUi,surplusShare,costBasis,lastWithdrawRequestShares,lastWithdrawRequestValue,lastWithdrawRequestTs
5t2nHnDDbC59JVgEHKYjLeAhdRPxHtZ8Ro96QLXRDcAJ,31,4YQ8nGfDctKaUi26bbaBNARdCkJDdGVgHwT4nUo2Vwcs,153694457,0,153694457,166430341,166.430341,166430341,166.430341,0,154185275,0,0,0
5b5qPsMNa2KkTTPkGBadR5FmccvwuTgdRxGi93J8pTqz,31,9qmYr4G5GaGzs3xJsMSwSLoPtVEcCoKYPzVLsiC7ZaAe,134249100,0,134249100,145373645,145.373645,145373645,145.373645,0,144000000,0,0,0
4JRHikPCy811WDFFs5cUnQ3SsRbwxeY1kwgWoxCciDWT,31,49UskzLPpguZegoJLaUnJjd6YGFkvG9CUqndAhPTfJKr,92908698,0,92908698,100607573,100.607573,100607573,100.607573,0,100000000,0,0,0
F6KX5C1F3sf5cYbpgq3vihHteVD4fguiQfFbKa3JG4RH,31,4RiDtNcfPmk5aoX3pxu5S9GoBWDjSen2E31PtJwKYwoC,74740241,0,74740241,80933587,80.933587,80933587,80.933587,0,80528871,0,0,0
EuTsbHoFLvnDSNoA3oF7fNg61bfro4uCEaHcPNCz5q4v,31,7gWPqBxJZjj9ZZ4bkH8qGFGvLbVPPRBLnGM6hjhB7jZZ,72082836,0,72082836,78055977,78.055977,78055977,78.055977,0,75000000,0,0,0
EUjVCvdvkL936EFkvEaGApjQYtM7nNwZTtPfuS9YfhRS,31,dTRpiGWYi1kuXJ6cwyCAssmoJ6gPNJ389zbJhCk2mJy,65721146,0,65721146,71167125,71.167125,71167125,71.167125,0,71029576,0,0,0
3vvGKy59UHZ1DYErvEJxa4vA4yRR5UQe8njqoxKZyU7m,31,J5pSQZ1gn1CkbunVvEMzRRpUhEoi1pwGDdckZbkHDTLB,63677228,0,63677228,68953838,68.953838,68953838,68.953838,0,-383957437,0,0,1760401613
ASKGii89V14KgMzyKqFWmRn6C9a5vN7AZwZevk4J7cdG,31,21UHsS8qhN2XVU7CierhPuwbFGGKhQhqX2mjptbQtCRL,21634044,0,21634044,23426748,23.426748,23426748,23.426748,0,23352157,0,0,0
13RaP2wgLcpyELbe97p7FurhNnzo3pMsHCx6HAo1HLZY,31,3v94WZ3g2kTuwxkzDVjqTbhp4zKQm3ajC6D2AWEFMeuR,1,0,1,1,0.000001,1,0.000001,0,2,0,0,1749021798
2aVe5AQvDkE7HR5RP9cWCUMFQ3yeYSnM8kPZSMPMtpA2,31,7skEuGvEbLUKfp64xKB1vakw7UCzSCtznLXesKEQB5vc,1,0,1,1,0.000001,1,0.000001,0,-422409451,0,0,1748759040
2o1BMBwGzUGg5aiSycuYTS39WqU3jUVLGwZVLo6KzZVE,31,8ixc5sSbv3XeicZgEmmFpV9yxm85mn6QsisxNefHA9Lr,1,0,1,1,0.000001,1,0.000001,0,-276005,0,0,1752820054
2T1hT4EYi7t8A74qyPB42PSMcZ2aVc2b7yasb4douKmf,31,F1ACV9MsRiJLGGMYbJfaV4ySpkK5jvoeHaRhUnmknfCH,1,0,1,1,0.000001,1,0.000001,0,-108641007,0,0,1755407668
3hpZq5rtYr144VbtMRuNhH1HGRepQee6zCvD6zecdNeG,31,J8gFmPt9wfVKkyvsys88mktY1pkub2Xokew7sHJj3vDK,1,0,1,1,0.000001,1,0.000001,0,-125735510,0,0,1762815856
3pNMR9GDAYTMNbMNrDENVz1As1R5qyJVrrYcjkWJ8Y3K,31,QAAhNveqNwT4viQZZAUVVQbPiVwo1SERske8W9mWLZd,1,0,1,1,0.000001,1,0.000001,0,-868005,0,0,1765299210
3qpepLuFbE5ewydRDybqnS2GknWwWadAVsEFKSqSpwsW,31,AVjqeGWKv9xe1krHfmyFuLfCGzYz85jF7Q2hjzBRwtpS,1,0,1,1,0.000001,1,0.000001,0,-2956701,0,0,1752253068
