authority,marketIndex,stakePubkey,ifShares,ifBase,effectiveShares,tokenAmount,tokenAmountUi,costBasis,lastWithdrawRequestShares,lastWithdrawRequestValue,lastWithdrawRequestTs
5m1BFuCh9qNG6516gj4QttbkmEKe1ARGMagN4bqYhne4,60,3etNbTzAX9Vm3gzHUUvbh2PbqRb9bsxFabC1FdQDQHX7,392511574,0,392511574,1000798974,1000.798974,1000000000,0,0,0
BNwS7xrNMi2i8cmUZiMdvRss5hmpPcjdHYNVfQBQBENw,60,Ewem6Zj5rMtvcJXPuR7is85vbXwrAsbfnWotszxQJbFw,311020301,0,311020301,793018139,793.018139,788929545,0,0,0
9CH6D4dRzChHzqBdXoSt1du4bw4frqUSPFXkPvS3FyLX,60,c41TPK4mD4rhLTTsWV8rr8sd1Kq3t56imtjLhevmgs6,119241782,0,119241782,304034482,304.034482,303034219,0,0,0
3NHevp4djUji1JY8mD224WzNM7SF8hx3wZzxJ9BmkFqb,60,3yLm9o1UcHUcXemoae6wae9oemPHTVTYkBkftpn2DUff,58566367,0,58566367,149328488,149.328488,149216957,0,0,0
4wBK2vCKX6dj9tXeTNqJ2xbciKFaYTszJv7DBZGjmeCd,60,HoNRDymqk13mGJhd7e3ZiTXpY9xchoDafUfvocHQwvDV,1,0,1,2,0.000002,-23658,0,0,1774807839
ASKGii89V14KgMzyKqFWmRn6C9a5vN7AZwZevk4J7cdG,60,3bXrpcLcUcrbDJ8SS26PUm6M3YFbkAwv9VZG3z2a6EcZ,1,0,1,2,0.000002,-296534,0,0,1768610488
