authority,marketIndex,stakePubkey,ifShares,ifBase,effectiveShares,tokenAmount,tokenAmountUi,preRedistributionTokenAmount,preRedistributionTokenAmountUi,surplusShare,costBasis,lastWithdrawRequestShares,lastWithdrawRequestValue,lastWithdrawRequestTs
CeHfJ3JMYmWstY9nq1iAMqJJ2e4FK9L3mELaPGSQUPwb,13,xeu5uyMG6eZK3U67z4a5WoKgf1TvS7DincXUSxykJv3,67806494,0,67806494,75927302,75.927302,71812295,71.812295,4115007,67806754,0,0,0
5t2nHnDDbC59JVgEHKYjLeAhdRPxHtZ8Ro96QLXRDcAJ,13,HfJonUuXMEz7eFWuoBghsEVuxcZQu9QL4vFYg5PcF3Go,50151061,0,50151061,56157374,56.157374,53113832,53.113832,3043542,52633928,0,0,0
HX3uREvUQkhYLy5RFnZ3FkJEMmbyUEHWw7mtM7CnxifJ,13,GHQiJdczzVGu2GVn4N2Ym4Wi86kmBbGwGa8huzPTToeo,46389965,0,46389965,51945833,51.945833,49130542,49.130542,2815291,46389970,0,0,0
DV6ALv6rXMtSSLY3bBQ2rSmyxu6gLn5HwLvP38wYBkPD,13,HrH4Z1t8kNhRqR6jGantJH7AWJ1yBndqUj33J4iFHxn9,48962861,0,48962861,50781565,50.781565,50781565,50.781565,0,50000000,48962860,50781564,1738912351
4fENRafCoyw42dXn6ujZ72FRHXtZZkxxPCgvZJwY4Ytr,13,2ZvfLyujtmzJaPZ5sBMftBFSiRshjurmpdTzPxVpJ9Fz,41743519,0,41743519,46742908,46.742908,44209598,44.209598,2533310,42000000,0,0,0
2Wbv8kjJp76D6CLkCMUU1DMnBiguKGUxvq1Pnk1a6wvo,13,EJ867e8K3myLQQKzHoeci3SqH8imJq2ZigZ8DiatgR4o,44526054,0,44526054,44530441,44.530441,44530441,44.530441,0,44526188,44526053,44530440,1717443887
4yZnkohAekrb2fgZUkiKZtLcBpRoZjwVrPpqFNTYuJUr,13,7XyPDskvNqC1MXJhSarwCDxtwfyf7uD39guuB1pka6nP,33178906,0,33178906,34535705,34.535705,34535705,34.535705,0,34282648,33178905,34535704,1743022788
ETv2idiPjun5RReJNSLBd2RUMcYSBMqjFQxhVpLeDqkm,13,ADRWuxgfjwLza7U5GVWDXemBi9k3o9tbvCakF7ex8ane,29204760,0,29204760,32702452,32.702452,30930088,30.930088,1772364,30556733,0,0,0
8DV8bKFpSRYVdvLjd5QGiupMH1eLmGKsARhmoekABVPp,13,HyTtkCQJWSaAsvJYxrHpsGrggPaPGacU5CDVcjugRmZg,15940346,0,15940346,16534401,16.534401,16534401,16.534401,0,16274542,15940345,16534400,1739445621
BdBzF73iTDz67ZV7F4bsCmfFeQSY42zdiGFmE2Fh9hGT,13,G8F4eofhD9vxHTF5UAuGJQ719ouvGabvjCEftrmKCRHo,13312684,0,13312684,13624301,13.624301,13624301,13.624301,0,13537796,13312683,13624300,1731276436
2hG48v5Bm8FnAiYNHz8VbTQ6xammCf3QkYmUpkShm32y,13,Q92MxvS6T1uHdDUtFgBwRHqWDJM8GZp5DwiysA3uhHt,10763756,0,10763756,12052870,12.05287,11399645,11.399645,653225,10763796,0,0,0
2mUYwAmFufpiECJFCTfkW8mAfHu8RrhzGGTXWw8VvXqK,13,E278b7KChE2VBrB7YMAxfz4bmsq583xunp2Rkjcnnmb3,4999971,0,4999971,5598789,5.598789,5295354,5.295354,303435,5000000,0,0,0
FTnUe6TmX6DXdGvwageikrru8kJRFBogg14PpKBNtnWj,13,HjSJwVPheXrwjqYps9zYnwc4abRMa8JeenxKq5kpTYfq,8138,0,8138,9111,0.009111,8618,0.008618,493,8139,0,0,0
CiFvHkqFfabBaqe1EkHGHST8QdB15yqC2TD6V4MMyves,13,FQ7q5UiBLcfs4hNLwTD7YhzqMTvqzCNrajdX65decYpU,1694,0,1694,1896,0.001896,1794,0.001794,102,1,0,0,1716203155
2a1MDhWLb6QZCmoAdfj8PGjhoBPrnTMuEsFw4QCkgJaj,13,DLyPmKZeaupCtHEaFnCnWmbfEBwRSV1JsUsT6aZg5jzn,1,0,1,1,0.000001,1,0.000001,0,-51,0,0,1714721943
2ZRGRV3JZ5wc9NJVpaz8r1LkhzLYRg2S8QrF1xWF7gSR,13,6Gc8HUeUWJiLeJN5qtaAeGows9dwm8yaZvuH7FWGx4bf,1,0,1,1,0.000001,1,0.000001,0,-8204,0,0,1717269810
2zuzoCgUv4XCriAQfDZEPhpZMSwdnie1gc8jvSzCB1Xi,13,GGSANJST47mymWRpwtut9Fdxz5WNYEtLSAkTsE9iAJRv,1,0,1,1,0.000001,1,0.000001,0,-40933378,0,0,1737298245
33FfgLi3MpKdVdQe8byccTfuEdpUY1V88dUsjbTt3jgP,13,4VdM6HrDZvFGp1rh2hX4dEe1MTfPaGxwNdEtquYzjteU,1,0,1,1,0.000001,1,0.000001,0,-217,0,0,1715635158
3bVbn1zJaKPme6D5Y7TAzxzvnDwhymzVDJCoTypehb5E,13,BDqhxKaPPPK5jKoub6Ltd8rsJTBDdhGaDecRbevNTs74,1,0,1,1,0.000001,1,0.000001,0,-213,0,0,1714407085
3eCVyAPdemZbXJBpt9kszkeGcDNLbAdF4aoGdj5TyGx6,13,3mTqqR9JXGycAuQHPiTP2Vf3BGhbvah5u8sCiGpW8gxi,1,0,1,1,0.000001,1,0.000001,0,-13483492,0,0,1733267507
3EKnWF6KYHBMJpjEapgu1PZqynxRyTVMANBE68bUvQVz,13,25mA2n69TxvuBRcTuDrcJ9NmK8gKCub2Y82xokA1tp1k,1,0,1,1,0.000001,1,0.000001,0,-10656929,0,0,1732690437
3KNV8kWdJ88i8oNrxBkEfAUaKL8g4VuE2tCJGYvkbRd3,13,CEDXsGdbVes96JSTAPVf4wFzWucX264J2FTY87XzUZZV,1,0,1,1,0.000001,1,0.000001,0,-11494,0,0,1716280237
3MB4orRvWVstEZFXMAGzVaRiAVJVNXPn6JZoE4iyHMVQ,13,82eEKJGqzsQCDZQcjeTRrmQ5YfDuQBcvsBqLHnvRreSc,1,0,1,1,0.000001,1,0.000001,0,-86813174,0,0,1739781968
3MSZRSGoAcQTdF82UHEtx6Hk2h8Wt8CA3t6qbMCu71VV,13,Bi8ibRSyjUc2uZTtnVudrC6A8Hf6eH4kAPvDiWXf1iVb,1,0,1,1,0.000001,1,0.000001,0,-14,0,0,1714664494
3V3HyyBUSP3pkvn1iedVKsxRqBdMkYcgJtcxXdQpDBM3,13,GLE4jykFut5fVuuQUcaXXRPSLV9c8RQvHJMtMJThcu6,1,0,1,1,0.000001,1,0.000001,0,-46621217,0,0,1727421793
46sL3qJyzDpqvVvA6Ekv1FVJpTbdG9p1CQcs74Eq5jgi,13,FU2E23wPgLRUbNPEfKYun48b1iowzTgQP9ziLTeXeaAi,1,0,1,1,0.000001,1,0.000001,0,-774,0,0,1714125302
47APvEhPcL4cmCTTcTA2otctzeEc9fLwBvZXNJnesFH6,13,3oK4BcxviCJAc5Mm1RYB36AtSig78T3oyyemYArsYfoT,1,0,1,1,0.000001,1,0.000001,0,-1345948,0,0,1727592119
4Vmnn5jFFVvBATRKeVwCZZAEoGCZAHNkDmi2mLr1cnkh,13,Bp6AF8jaWei22XEvtN5Szf2XK4zmnxfYDgtXEiXGh7wk,1,0,1,1,0.000001,1,0.000001,0,-1044,0,0,1715882436
56nnMwbNt32yy6TrxjTxCGE61SnacsUTHDygtkXbVNix,13,4x1dyHFRepvgLWbsU9xEhkBNfRGdJ2c6gaMMTwHpoeLg,1,0,1,1,0.000001,1,0.000001,0,-4609159,0,0,1733998499
57VKoSTaopDyLizvUr9Ny2XQdG9uJftXC3oQj9cQRS5Y,13,ADKbTDuHg9audih6USEob7SgfKbaaa2aAXTJcWKhHFj7,1,0,1,1,0.000001,1,0.000001,0,2,0,0,1713833049
5dAa1WBTRKRphTm5NPGK3itDN1voCtY6ESBNNDxGNF5z,13,6rGWDftajKgqvaX8dB2M5i7Fe5S4invgwvWtNLtiBXxn,1,0,1,1,0.000001,1,0.000001,0,-28754159,0,0,1733488739
5jzaa8nVbudUDL9CHkkXtarayHRnjhpWvipZHkCApaVg,13,9d9TquFphBHkAv6iQdJgb73MzKwpWzANxSCepiL6XJJK,1,0,1,1,0.000001,1,0.000001,0,-5891932,0,0,1738750886
5rYtB6StbYZPsFMVnMDX9qhKWVcVE6KuvuhzqpDDXt4f,13,2Pv633fGgPGrfYJb6s2oWbwjLrud1gEPj11W9viXvDi4,1,0,1,1,0.000001,1,0.000001,0,-108,0,0,1718467147
5ww75Wk3wZW1S5pS9TRbU3L9vtGAoSmYwEHkW7QenwFc,13,DMKYPZJyUNZ8YqGsmKbuRowqc51Yu4YUHLQ2recTaRfW,1,0,1,1,0.000001,1,0.000001,0,-63,0,0,1713765916
5YAp2Z9n7QcSSJfwfw7ax9FfESPo7Q8J3JZoxfjWn6wz,13,Fynbb4nFrWPgopof276SUBQYwM64qPB8vT9PixUV61Wg,1,0,1,1,0.000001,1,0.000001,0,-78787085,0,0,1726669690
6ocrBFL6wYHDSDMfvDPRz8dceYGv72mSEGvgQavEvb8R,13,CqBuEkuJLKKaYsKU6V1nbXp3MV8cEH9V2tkXZ66s9M5P,1,0,1,1,0.000001,1,0.000001,0,-118,0,0,1715928136
6RrpToA9Z8DFp5szW4BQ8LYt4PkNUGW7tyisjZFvmpik,13,2iT31yBEjCy5tXQMYaYQzzheiDniARfQd5RYrsjPREWd,1,0,1,1,0.000001,1,0.000001,0,-64,0,0,1717342056
7Gf3RAzMCp11fKjZEdLGQ3AVNanin7WsXJ8TP6A3Yckz,13,2XajX6WsWH7mPzTyKFymSghT1wn4exQXP1jmYKqX7tY6,1,0,1,1,0.000001,1,0.000001,0,-10399498,0,0,1738722845
7pku8FWjZguDbceMwXCMsoUyw95X7Uqy7kKvCDw1XBK5,13,FyPjQ9kpMBA4GiKNfYxoUm1dssq8Ze4YLiYG1bvdCYC2,1,0,1,1,0.000001,1,0.000001,0,-8549631,0,0,1742117610
7RN7GrWsrtJ6hrkRRyWbB4tBxgEdxHXkVCYwUtR8ReBi,13,9256rGYPs8sW13t7ARXFuBxhbUXDkVHWY4V81zw4EHhy,1,0,1,1,0.000001,1,0.000001,0,-47917313,0,0,1735962242
85fRmPmZFVk2Yw84U6sWMrM4b7c2CzkN7dzZRZb3zUnn,13,CcsMF2kjgM91GL9CNy9rmvWafBKtJoRaQENJtcy2cghx,1,0,1,1,0.000001,1,0.000001,0,-3823,0,0,1714422461
8CknfW4fHa2CJ7tcEGRzCHuc6sdvTeupe2RutJyaoN7j,13,Aw2G5n8mBzrMCF2sQXyDgLuRh7umL1AhStFGdxUFUKPF,1,0,1,1,0.000001,1,0.000001,0,-11525622,0,0,1727438885
9fSjeKYuXZKSG6cvdvzYvwZhiSMsxHoBcVdV3zmsH7Sb,13,4p1qtteY82YhhEo6FUFGDeCsHgyGH3qd4sQAHRLipGeT,1,0,1,1,0.000001,1,0.000001,0,-697,0,0,1715680406
A3nHFssfmEevHKcM6QGZNYvwbnNQCxzHoxy63bej9PUp,13,B9qhSt5cRZ9D6CmNksfExPzmn92ckQE9RchbpeQdy5ef,1,0,1,1,0.000001,1,0.000001,0,-320611,0,0,1729870046
AAxbWq8P4PTTBMzhWeWNnWjsBAkY5zjJHiszGBwBEHZF,13,3jxZGLNsukRpkvGhmqqFqAgdiNCffH1sb8YrZ7UAQhG4,1,0,1,1,0.000001,1,0.000001,0,-52850240,0,0,1727147475
AUnF6ELXb4cocurAVThcZT5KTEuQYmSjM3NZcTrkhmdY,13,EvDQmrnGx5zJqx97H3CZXxhQ9XtQfuefkXM7ZAXwek9A,1,0,1,1,0.000001,1,0.000001,0,-22450,0,0,1731363604
B2j2Awn3MKmJJbGpyLnSKDMophWFBxtUKJUNXXn2fhQ3,13,Arfb378YaPqmNbW6vhdzH1v3wECRxXBZTKMGTazY9qMt,1,0,1,1,0.000001,1,0.000001,0,-35,0,0,1714555012
B3RE1smge3DYVqvMs4k1MksDYgHSoxL1DKw5zN4qk7P9,13,ADhXNwsVErGjfWU2MNfgkCDNdQvs255e2EwMyzmU275e,1,0,1,1,0.000001,1,0.000001,0,-449,0,0,1721825835
BhEopv8sjEuVdQmRA2UwgN8qKYv2nx8ZUaEEEnwkL9uT,13,8tsoMgzjBq1nngsbh57LEGYdNshnhmiVh3BsuRKyuFMw,1,0,1,1,0.000001,1,0.000001,0,-8238445,0,0,1730070462
BqPuEZM7Vh5vznKcxnxQ5GnSLw96WCveDt1gNwsJQCc4,13,AuAAChkEkTsgKXcJrUNJXafw2rcasWtxBxX5bCbZrCfc,1,0,1,1,0.000001,1,0.000001,0,-1260,0,0,1715678959
BTzD3SUkEMJDFX3zKQ7HikMdJoWSmJQjkt7bQZpx4NoE,13,BWStkuFF1F1MCSp8ApzcwXNUXwtBbjFXJVF3iz5ppJVQ,1,0,1,1,0.000001,1,0.000001,0,-22841,0,0,1716343538
CHrG7W2djPsJUSf643XwQCK8o636XiU5fBTyjHBwc4N1,13,DwCkXc8NrGSi4UYZMFnEggDzg5V5Q6SHxKnxXSePos55,1,0,1,1,0.000001,1,0.000001,0,-69508,0,0,1718043491
CYyyxGobR7ka6p8CPc5vj3viAjEww1cKMzbRJcNtJsdn,13,HYJ9ztMxXEj9BSXXB2kz5iHBbkvf6TQs47iqU3aHxXJW,1,0,1,1,0.000001,1,0.000001,0,-193,0,0,1714658248
Dix5BAtGvrAD6JbjrjXgRJzc6evarXaJ3BLSzznz3W2D,13,HQzfGH8xkGrj1PfjxUDsyYAwdTZ1ovnjj1VtRxMfJGuE,1,0,1,1,0.000001,1,0.000001,0,-36111,0,0,1716266667
DjWbX4pLruGtjng7Ub8zo7ZuNiL7Jwz4CYsiuwcHPnPZ,13,B2jzJ8KxfsbNnF3pPjnAiZ9ticuKhjrfnQpKRs932dit,1,0,1,1,0.000001,1,0.000001,0,-61021,0,0,1736143573
DoUNUkL2AWWXjsGSCAhhPWMTLZgVcVGysLwE46HAs4xY,13,Ftd5DhsF3By7oup7kCn7MeMfrA6yHVKgvLhhKgAW52cS,1,0,1,1,0.000001,1,0.000001,0,-25806449,0,0,1753569819
DQTsqWddBqUhC7yETUBggzrtQfScoo5ZosMHCH6K3FSG,13,7DfQ54JhhupNuKvyCR3ewZGTCg9Ux1PoeGbVDRNtWLD6,1,0,1,1,0.000001,1,0.000001,0,-100757244,0,0,1725723880
DYaUgvKBhmwUNywc2cSS13VhJdxJt5EH8VUQmzcWXttR,13,7E4drru49QMkF4A6u56fxG1Lp9Qzbu9b9KL694RFMASs,1,0,1,1,0.000001,1,0.000001,0,-13916967,0,0,1734415821
EoGD1hySnb8YVYiTQXYxjc5MMdfBy7WqoiQCg8UqczjR,13,4Hx7RZBStsupq6knQCJ2SxN9J4xMtUx3rq3aWPrBnGsZ,1,0,1,1,0.000001,1,0.000001,0,-29575,0,0,1719161800
Et9n5fm5SNeUXWo8aYLywAVGibMZyUrZ9LezawHp8t4G,13,4EZ851gcqu3bP4NLLP6EGtcVFZynf5crasNnqY9yxkgF,1,0,1,1,0.000001,1,0.000001,0,-12941410,0,0,1729082287
EXU9N1A3LUZ16qha3V2gC3T8ecjujoJ8n2CwhY7oZLM3,13,8S8K24QgMGGWsoYhVnkdtCiRKf4cAVPtLKK8fxTkJLar,1,0,1,1,0.000001,1,0.000001,0,-4287,0,0,1719128740
