authority,marketIndex,stakePubkey,ifShares,ifBase,effectiveShares,tokenAmount,tokenAmountUi,costBasis,lastWithdrawRequestShares,lastWithdrawRequestValue,lastWithdrawRequestTs
FBgoTwsVBCdAhSD1hoBmWyiS9etpiBn8Ch8D8EjmdiFj,19,ECiAGiGNX95Tcny1rtpWqnakSLjY6FNgxrQC3JFyZhNX,1,0,1,1,0.000001,-214695,0,0,1733299229
G4bKA2HLxfsbtbpkt1FUy7uakWMdDy6rKpThhsZKDcGp,19,CFXgLsc9BcgrrbvYBHVA83Zvorxj4JmJDGCoDuEoUoVS,1,0,1,1,0.000001,-519586,0,0,1737830843
GdFBzbtxv5KhE67eFLCgEZJtEcpxt2PWGJhTvsWTnguE,19,BisY4NzDfLuCSkkJDQMdgvHFVbTnvQeWcjNKZKH7Fo4k,1,0,1,1,0.000001,-172675,0,0,1732227478
GspJioeDa1qVYSSXbxuGDrbyAyeppvf4zevRUonh5rSy,19,ECPfWYMGwqLAQYRrr8LavH8Nmp9ywyKW9PPNiWVnsZ1E,1,0,1,1,0.000001,-7452,0,0,1731256150
GSpX49wMaFjm9YaVSm7puMjPgT3Z2Vzhs6faghRa79h3,19,4pr2wLd61VBJA45wit55MNWt7dFSB42N1EVShkVTyLFg,1,0,1,1,0.000001,-148976,0,0,1735011999
GtZDeP6tMvnAcPZvTbgYHPtiswnbSEnBAasW6hcVFNVN,19,8jqY5yiHEMVQYgjAx8YGkiqeEyHBXNRXCcvDDvd5E8mC,1,0,1,1,0.000001,-5306365,0,0,1738658569
HeGffZqFhB9euhind4aJFWy8waLCppTkie4gvW8bQhzp,19,5mB8vz4cTPtJDXmHtfg7ZwgVteRaHANg6VoLSn4BziHB,1,0,1,1,0.000001,-110,0,0,1756359038
LVd2FKtHdT3FW6V6hLkdTCqQ5u51dPYPNWxWeiCvYAL,19,AGrwjCUdr7ozRGQcGTCyPwys4Z2SzRjpEVDA1R2HwHSt,1,0,1,1,0.000001,-451395,0,0,1744465854
uqHizak9Zz1g9NAeTH1TNVwwRC8mx3oEJeCBzfexe5w,19,R2mbKDjkfLTsPPA37nBk3fzJUraLpxwxAKwEfhs8qzZ,1,0,1,1,0.000001,-2943,0,0,1742019652
Ws9ornf85JkfmiH6hGMZoHP7eG3ZzcFFJVzRYbMa7wn,19,8ZmT5ErozknfuBQdqsyqz7KpuQ2EVZbCQSQnLpkuyjwr,1,0,1,1,0.000001,-319959,0,0,1752351722
xgizQNPYZueXAvr1gLVNsS5Ffeq43AuJCHTRmRMKfzh,19,HFv6X51JBYAXACHxrDGynTJDYyYLoSH6qE1Tomz8aTac,1,0,1,1,0.000001,-1690,0,0,1752484069
