authority,marketIndex,stakePubkey,ifShares,ifBase,effectiveShares,tokenAmount,tokenAmountUi,preRedistributionTokenAmount,preRedistributionTokenAmountUi,surplusShare,costBasis,lastWithdrawRequestShares,lastWithdrawRequestValue,lastWithdrawRequestTs
5MAk38iRFByL5AQ5zhFBCipFEDNz3RFNLdQFEgANSCXm,12,BS1CKsRqyVkpove9iu6NCE8iWf8Qkpb3PNj1Gyxa2Gq9,1,0,1,2,0.00000002,2,0.00000002,0,3,0,0,1710180266
5UjvSw4q5NpidrAeqaVrVU2MXx1LDanqc5PbHj6YjVRM,12,6NvsWX2LcWmV9AgZ6qSRcn6xEzj5Bws1uBHBsdFdQVu4,1,0,1,2,0.00000002,2,0.00000002,0,-15235,0,0,1721149029
6UDkunYkTE83M6kaGSaR7cMuDKqKLVfJxTYbS8Afu1eU,12,EzJjnNJyNTT6cR9Fos3Us5FE8EFygBofm2eq5nUNv5s3,1,0,1,2,0.00000002,2,0.00000002,0,-654074,0,0,1713137019
6wGHy2FoCBjrcrL75YMRork1KyXsh9jU3iJWtTPFue9N,12,13iAwAdjxovMmBVSu5F7oVBFJjkHg96t9M8hb9ogH1Cx,1,0,1,2,0.00000002,2,0.00000002,0,-107682223,0,0,1748358836
7QA7nqJyedyc4fELZuvFrMLimZRgmr3MaadB3Eua2LPS,12,FcXpFdRd69jx39XUMtacN1NiuLfEearR1CvQqExi1D8A,1,0,1,2,0.00000002,2,0.00000002,0,-1300021,0,0,1719337568
7WSjaevq6Rwetb8QEBN7EiayViBGwMQnq2qAAdT4GnZc,12,671dWEPZDptux8bYzCu9L1CyRg9nfWtkyjsiRpogQnWA,1,0,1,2,0.00000002,2,0.00000002,0,-5833945,0,0,1723083643
7YzQuQXUFMaZTrEA6TdnXNBmxgHh3Gd49C5vAi1HGVsW,12,6xzbENWokqyuDeTvV72gR4X8YUBRZXcVEg5oN6QabUjT,1,0,1,2,0.00000002,2,0.00000002,0,-1030447,0,0,1733120072
AiKzZZ6fp1G4Joj7CZeS8HBjXxXmZFuJAqRWePaWNDwh,12,2tF6yE6y7fqgKu7FHjotqHFFfvvZ2PcuDCjx6RSy4vFy,1,0,1,2,0.00000002,2,0.00000002,0,-275,0,0,1710870410
Ba31KniTGh7JLMg18XonMdcydpzCePMaPojSRiRp2vVB,12,BwvepzRq9pP9FpzSWriKEzSneeZEUSTKHba3aKSpFEUz,1,0,1,2,0.00000002,2,0.00000002,0,-39012536,0,0,1750231275
BMThPELeyBgG7vmd4qXLkL6F3EoE39fj7vYBFsjhoVRF,12,EuFCSxF3qTN1iEu21hQHpNJheSLsMiBu6kG1a1cmxYmi,1,0,1,2,0.00000002,2,0.00000002,0,-92435811,0,0,1754468861
